


Company,Contacts,URL,"Company Description",Round,Date,Amount,"Round Investors","All Investors","Total Funding",Sector,Industry,Sub-Industry,Country,State,City
Ryzing,,http://www.ryzing.com,"Ryzing is a social gaming company.  Per the company, Ryzing aims to bring the fun and excitement of winning real cash and prizes while playing social games on Facebook.    In June 2012, Ryzing was acquired by RockYou. The valuation of Ryzing was undisclosed. Other terms of the deal were not released.","Series A",2010-08-16,1.43,"Artists & Instigators;Brock Pierce;Kielvest Capital","Artists & Instigators;Brock Pierce;Kielvest Capital;RockYou",2.53,Internet,"Internet Software & Services",Gaming,"United States",Pennsylvania,Exton
"Visual IQ",105,http://www.visualiq.com,"Visual IQ produces cross channel marketing intelligence software products. Its SaaS-based IQ Intelligence Suite reveals cross channel performance insights hidden within companies' marketing data, providing actionable recommendations and optimized media plans to improve marketing effectiveness. These recommendations enable marketers and agencies to adjust their advertising strategies and tactics to significantly increase marketing ROI across their entire marketing mix, both online and offline. The functionality behind these products combines a powerful, user-friendly interface with multi-dimensional fractional attribution science and predictive analytics that clearly and accurately show marketers where opportunities exist for improvement.","Series A",2010-08-16,3,"Fog City Fund","Fog City Fund;Nielsen;Volition Capital",15,Internet,"Internet Software & Services","Advertising, Sales & Marketing","United States",Massachusetts,Needham
Intrinsic-ID,4,http://www.intrinsic-id.com,"Intrinsic ID provides cybersecurity solutions for the Internet of Things, secure payments, defense and other applications. Based on top-level security IP and software for cloud storage, mobile payments and content protection. The company's technology has been licensed to a range of companies that incorporate the technology in Smart and SIM Cards, Automotive and Embedded Processors, Set-Top Boxes, Pay-TV, Networking & Communications, FPGA and Government applications. The company was a spinout of a partnership between Philips Corporate Technologies and Prime Technology Ventures from Philips incubator venturing program.","Series A",2010-08-16,,"Prime Ventures","Horizon 2020;Prime Ventures;Robert Bosch Venture Capital",6.76,Internet,"Internet Software & Services","Monitoring & Security","United States",California,Sunnyvale
"Radiate Media",115,http://www.radiatemedia.com,"Radiate Media, formerly Matchbin, provides software and services that empower local media and businesses to find and capture the audience that matters most. From local news, weather and traffic information to online and broadcast marketing tools, Radiate Media's technology and nationwide network allows clients to grow revenue by reaching customers on air, online and on the go.","Series A",2010-08-13,5.31,"Crescendo Ventures;Greycroft Partners;vSpring Capital","Crescendo Ventures;Greycroft Partners;Level Equity;Signal Peak Ventures;Silicon Valley Bank;Undisclosed Investors;vSpring Capital",35.88,Internet,"Internet Software & Services","Advertising, Sales & Marketing","United States",Utah,"Salt Lake City"
"Cloud Cruiser",22,http://www.cloudcruiser.com,"Cloud Cruiser delivers a suite of applications to map and measure resource usage independent of computing environment, allocating costs based on IT-defined criteria, and providing flexible and in-depth reporting of that usage. Cloud Cruiser enables business intelligence from many different levels and perspectives to give users the optimization and chargeback information required for the cloud.","Series A",2010-08-13,1.66,"Undisclosed Angel Investors;Wavepoint Ventures","Hewlett Packard Enterprise;ONSET Ventures;Sacramento Angels;Undisclosed Angel Investors;Wavepoint Ventures",8.67,Internet,"Internet Software & Services","Business Intelligence, Analytics & Performance Mgmt","United States",California,Roseville
"VSS Monitoring",51,http://www.vssmonitoring.com,"VSS Monitoring is a provider of solutions for optimizing the way data is extracted from high speed communication networks.    In May 2012, VSS Monitoring was acquired by Danaher. The valuation of VSS Monitoring was undisclosed. Other terms of the deal were not released.","Series A",2010-08-13,20,"Battery Ventures","Battery Ventures;Danaher",20,Internet,"Internet Software & Services","Business Intelligence, Analytics & Performance Mgmt","United States",California,"Palo Alto"
"Signal Digital",44,http://www.signal.co,"Signal, formerly BrightTag, is a global provider in people-based marketing. The Signal Open Data Platform helps marketers collect data from any offline or online source, synchronize the data across all touchpoints, and distribute it to any marketing or analytics endpoint – all in real time. The platform is ecosystem-neutral and makes data and marketing technologies work better together for increased engagement, loyalty and conversions.","Series A",2010-08-13,1.5,"Epic Ventures;I2A;Pritzker Group Venture Capital;TomorrowVentures","Baird Capital Partners;Baird Venture Partners;Epic Ventures;I2A;Pritzker Group Venture Capital;Silicon Valley Bank;TomorrowVentures;Yahoo",81.5,Internet,"Internet Software & Services","Advertising, Sales & Marketing","United States",Illinois,Chicago
Futuredontics,25,http://www.futuredontics.com,"Futuredontics has been matching patients with the right dentists and advertising the importance of regular dental visits to millions of consumers nationwide. The company operates 1-800-Dentist, a number one brand and provider of lead generation and search for dentists. Prospective patients can search online or call a 1-800-Dentist operator to find a conveniently-located, pre-screened, and patient-reviewed dentist. All dentists in the firm's directory go through quality assurance screening and are further categorized by types of insurance accepted, specialty areas such as children, cosmetic dentistry, and other factors such as late or weekend hours. This makes for the most relevant dental database for the 50 percent of Americans without a regular dentist. Beyond patient lead generation and search, 1-800 also offers an expanded set of dental CRM services for on-going patient tracking.","Series A",2010-08-12,16.37,"Bain Capital Ventures;Cue Ball Capital","acquirer;Bain Capital Ventures;Cue Ball Capital",16.37,Internet,"Internet Software & Services",Healthcare,"United States",California,"Los Angeles"
"Ciespace ",2,http://www.ciespace.com,"Ciespace delivers a Software-as-a-Service (SaaS) based computer-aided engineering (CAE) platform for advanced mechanical engineering design and analysis. The Ciespace solution will be the first commercially-available end-to-end CAE solution built entirely on an open, web services platform – leveraging the latest technology developments in cloud computing, high performance distributed networking, and advanced graphics processing – to deliver an entirely new paradigm of engineering design and analysis solutions.","Series A",2010-08-11,4,"ARCH Venture Partners;Edge Capital Partners","ARCH Venture Partners;Edge Capital Partners;ESI Group;Innovation Works",5,Internet,"Internet Software & Services","Scientific, Engineering","United States",California,"Santa Clara"
Redbeacon,,http://www.redbeacon.com,"Redbeacon is a revolutionary new approach to finding local services through the Internet. At www.redbeacon.com, consumers request everyday services and receive price quotes from qualified local service professionals. They can compare price quotes, business profiles, credentials, and ratings and reviews before consumers booking their appointments online with the professional they like best. The product was created by three seasoned Internet veterans from Google, Ethan Anderson, Yaron Binur and Aaron Lee, who saw the need to improve online local search. Redbeacon launched at the prestigious TechCrunch50 Conference, where it took the top prize in September 2009.  In January 2012, RedBeacon was acquired by Home Depot. The valuation of RedBeacon was undisclosed. Other terms of the deal were not released.","Series A",2010-08-11,7.4,"Mayfield Fund;Venrock","Home Depot;Mayfield Fund;TechCrunch50;Venrock",7.45,Internet,eCommerce,Marketplace,"United States",California,"San Mateo"
Korrio,12,http://www.korrio.com,"Korrio is a cloud-based service for organizing youth sports. The company unifies and amplifies the sports life of athletes. Korrio provides the tools required to get players on the field as well as an online environment for staff, families and fans to share and build community.","Series A",2010-08-11,3.3,"Ignition Partners;Undisclosed Venture Investors","Ignition Partners;TeamSnap;Undisclosed Venture Investors",7.98,Internet,"Internet Software & Services",Sports,"United States",Washington,Seattle
MapMyFitness,51,http://www.mapmyfitness.com,"MapMyFITNESS operates a suite of websites and associated mobile applications including MapMyRUN.com, MapMyRIDE.com, MapMyWALK.com, MapMyHIKE.com, MapMyFITNESS.com, MapMyMOUNTAIN.com and MapMyTRI.com. The MapMyFITNESS network of sites and mobile applications offer fitness enthusiasts the ability to record and store daily training routes in an online database or plot out tomorrow's path. Users get access to a searchable database of routes across the globe, essential community-based fitness content, online training tools and fitness calculators, and a global event listings, along with the ability to easily share their activity with social graph and related groups of enthusiasts. The Company\'s mobile apps use the built-in GPS technology of the iPhone, BlackBerry, and Android to enable a user to record and chart daily fitness activities and routes.","Series A",2010-08-11,5,"Austin Ventures","Activate Venture Partners;Austin Ventures;Competitor Group;Finish Line;Square 1 Bank;The Running Company;Under Armour",22,Internet,"Internet Software & Services","Health & Wellness","United States",Texas,Austin
WeShop,,http://www.weshop.com,"WeShop is an internet service that aims to allow consumers to share purchase information on a free and anonymous basis, broadcast needs to vendors and merchants, form interest-based networks, and engage with the market place on a one-to-one basis.","Series A",2010-08-10,4.25,"Carlos Sala;Delta Partners;Jonathan Miller;M. Anthony White","Carlos Sala;Delta Partners;Jonathan Miller;M. Anthony White;Undisclosed Venture Investors",5.75,Internet,"Internet Software & Services",Social,"United States","New York","New York"
RealPractice,,http://www.realpractice.com,"RealPractice helps attorneys and law firms to &quot;realize the potential of their practice.&quot; For more than 10 years, the company has been providing innovative and trusted technology products and services to thousands of legal professionals, from the solo practitioner to some of the largest law firms in the country. RealPractice&#039;s people have decades of combined experience in legal and technology industries and come from some of the largest law firms in the country, as well as some of the world&#039;s best technology companies. The company is backed by venture capital firms Rustic Canyon Partners and Miramar Venture Partners, as well as by prominent angel investors. A 2008 member of the Inc. 500/5000 list of fastest growing companies in the United States, the RealPractice product suite includes SmartRules, SmartRules Enterprise, RealCourtDocs, RealDealDocs, RealDealDocs Enterprise, Real Knowledge Management and RealDealForms.    In July 2012, RealPractice was acquired by ReachLocal. The valuation of RealPractice was undisclosed. Other terms of the deal were not released.","Series A",2010-08-10,1.25,"Miramar Venture Partners;Rustic Canyon Partners","Miramar Venture Partners;ReachLocal;Rustic Canyon Partners",1.25,Internet,"Internet Software & Services",Legal,"United States",California,"Santa Ana"
Yottaa,12,http://www.yottaa.com,"Yottaa is an all-in-one cloud service to make the Internet better, safer and faster. Site owners use Yottaa to monitor websites for problem detection and prevention, optimize websites for better performance and SEO, and defend against failures and threats. The company's services include site availability and performance monitoring, web performance optimization, content delivery, mobile acceleration, and website security.","Series A",2010-08-10,4,"Cambridge West Ventures;General Catalyst;Stata Venture Partners","Cambridge West Ventures;General Catalyst;Intel Capital;Stata Venture Partners",56.07,Internet,"Internet Software & Services","Business Intelligence, Analytics & Performance Mgmt","United States",Massachusetts,Waltham
"Aristotle Circle",9,http://www.aristotlecircle.com,"Aristotle Circle is an education and admissions expert network.","Series A",2010-08-09,0.45,"Michael Yavonditte","Geoff Judge;Gerson Lehrman Group;Jeff Stewart;Joshua Stylman;Michael Yavonditte;New York Angels;Rho Ventures",2.95,Internet,"Internet Software & Services","Personal & Professional Development","United States","New York","New York"
6fusion,10,http://www.6fusion.com,"6fusion provides an end-to-end cloud management platform that enables global workload distribution by turning the public and private cloud into a pay-per-use billable utility. The metering algorithm, Workload Allocation Cube (WAC), creates a commercial standard to quantify supply and demand for compute resources. For IT service providers, enterprises and independent software vendors, and Infrastructure Owners/Operators, 6fusion simplifies and streamlines Infrastructure-as-a-Service (IaaS) via a single console that provides valuable insight into consumption, performance benchmarking and cost allocation without vendor lock-in.","Series A",2010-08-09,3,"InterSouth Partners","Amplifier Ventures;Grotech Ventures;InterSouth Partners;Undisclosed Investors",44.46,Internet,"Internet Software & Services","Collaboration & Project Management","United States","North Carolina",Raleigh
CollegeOnly,1,http://www.collegeonly.com,"CollegeOnly is a photo-centric social network only for college students.  The company was formerly known as GoodCrush and RandomDorm - a ChatRoullete type of service for university and college students.","Series A",2010-08-06,1.15,"FirstMark Capital;High Line Venture Partners;IAC;Peter Thiel;Softbank Capital","BoxGroup;Dead;Dogpatch Labs;First Growth Venture Network;FirstMark Capital;High Line Venture Partners;IAC;Peter Thiel;Softbank Capital",1.25,Internet,"Internet Software & Services",Social,"United States","New York","New York"
VigLink,18,http://www.viglink.com,"VigLink is a platform for content-driven commerce. The largest network of its kind, VigLink monetizes content that drives commerce for over 300,000 sites and works with more than 35,000 merchants to drive sales. Each month, VigLink processes more than 10 billion pageviews and over five hundred million clicks.","Series A",2010-08-06,1.14,"First Round Capital;Google Ventures;Uncork Capital","Ali Partovi;Carlos Cashman;Correlation Ventures;Costanoa Ventures;Deep Nishar;Emergence Capital Partners;First Round Capital;Foundry Group;Google Ventures;Hadi Partovi;Micah Adler;Niel Robertson;Reid Hoffman;RRE Ventures;Silicon Valley Bank;Uncork Capital",27.34,Internet,eCommerce,"eCommerce enablement","United States",California,"San Francisco"
"Inkling Systems",2,http://www.inkling.com,"Inkling is on a mission to transform the way people work. Inkling's mobile communication platform allows enterprises to convey critical information to their deskless workers. Employees today expect to access accurate and compelling information on any mobile device, yet enterprises still ship paper binders or print static PDF and Word files. Companies use Inkling to convey mission critical information via video, interactive images, dynamic documents, and/or alerts. Using Inkling, enterprises enforce their brand standards and deliver exceptional customer experiences.","Series A",2010-08-06,6.02,"Felicis Ventures;Kapor Capital;Sequoia Capital;Sherpalo Ventures","Felicis Ventures;Icon Ventures;Kapor Capital;Marlin Equity Partners;McGraw-Hill Ventures;Pearson;Ram Shriram;Sapphire Ventures;Sequoia Capital;Sherpalo Ventures;Tenaya Capital;Ulu Ventures;Undisclosed Angel Investors;Undisclosed Investors",86.44,Internet,"Internet Software & Services","Collaboration & Project Management","United States",California,"San Francisco"
Chartbeat,44,http://www.chartbeat.com,"Chartbeat provides a real time analytics platform for editors, writers, marketers, and developers to understand data on their users' emergent behavior (where users are and what they're doing, if they are either visiting an old page or reading newest blog posts, if they are writing comments or scrolling down the page) and take real-time decisions and actions at the right time.","Series A",2010-08-06,3,"Betaworks;Founder Collective;Freestyle Capital;Fritz Lanman;Index Ventures;Jason Calacanis;Joshua Stylman;Lerer Hippeau Ventures;Lowercase Capital;O'Reilly AlphaTech Ventures;Peter Hershberg;SV Angel;Uncork Capital","Betaworks;DFJ;DG Incubation;Founder Collective;Freestyle Capital;Fritz Lanman;Harmony Partners;Index Ventures;Jason Calacanis;Jeff Clavier;Joshua Stylman;Launch Fund;Lerer Hippeau Ventures;Lowercase Capital;North Atlantic Capital;O'Reilly AlphaTech Ventures;Peter Hershberg;SV Angel;Uncork Capital",39.1,Internet,"Internet Software & Services","Business Intelligence, Analytics & Performance Mgmt","United States","New York","New York"
AppFirst,6,http://www.appfirst.com,"AppFirst delivers application monitoring to provide DevOps professionals and Tech Execs with full-stack visibility into systems, applications and business metrics. The company's SaaS-based DevOps Dashboard is powered by a flexible big data platform that collects, analyzes and correlates numerous sources of data -- from logs to StatsD to Nagios plug-ins to millions of low-level process metrics.","Series A",2010-08-05,1.08,"FirstMark Capital","First Round Capital;FirstMark Capital;Javelin Venture Partners;Safeguard Scientifics;ScienceLogic;Undisclosed Investors",20.18,Internet,"Internet Software & Services","Business Intelligence, Analytics & Performance Mgmt","United States","New York","New York"
"OneHealth Solutions",,http://www.onehealth.com,"OneHealth Solutions, formerly One Recovery, is a behavior change platform for the healthcare industry via a technology-enabled services model that lowers the costs of care management and provides greater outcomes for chronic patient populations. The company's web and mobile-based Social Solutioning program influences positive behavior to improve health and deliver measurable value through a patented combination of social-networking technology, evidence-based clinical principles and engaging game mechanics.","Series A",2010-07-28,7,"Lemhi Ventures","Lemhi Ventures;Undisclosed Investors;Viverae",17.49,Internet,"Internet Software & Services",Healthcare,"United States",California,"San Diego"
Livefyre,17,http://www.livefyre.com,"Livefyre brings the social Web experience to any organization's site, driving real-time conversations and fostering community engagement. Livefyre's suite of real-time products increases time spent on publisher's content, visitor participation, and return visits. Livefyre is powered by StreamHub - an Engagement Management System (EMS). StreamHub allows site owners and editors to easily curate the entire social Web and incorporate it into their site alongside original content. Livefyre also provides Live Comment, Live Blog, and Live Chat applications on the Web to make both curated and original content interactive in real-time. Livefyre's customers include media companies such as The New York Times, CBS, Newsweek/The Daily Beast, AOL Tech, FOX Entertainment, and NBC Universal.","Series A",2010-07-23,0.8,"ff Venture Capital;Hillsven Capital;Paige Craig;Travis Kalanick;Zelkova Ventures","Adobe Systems;Adobe Ventures;Cue Ball Capital;ff Venture Capital;Greycroft Partners;Hillsven Capital;Jarl Mohn;Paige Craig;Promus Ventures;Salesforce Ventures;Travis Kalanick;US Venture Partners;Zelkova Ventures",67.3,Internet,"Internet Software & Services","Customer Relationship Management","United States",California,"San Francisco"
"SmartBiz Loans",,http://www.smartbizloans.com,"BillFloat, aka Better Finance and dba SmartBiz Loans, is a financial technology company that provides solutions for small businesses lending. SmartBiz Loans is an online marketplace for SBA loans.","Series A",2010-07-23,4.5,"Baseline Ventures;eBay;First Round Capital;Mark Goines;PayPal;SV Angel;Uncork Capital;Venrock","Baseline Ventures;Bronze Investments;eBay;First Round Capital;Investor Growth Capital;Mark Goines;PayPal;SV Angel;Uncork Capital;Venrock",25.5,Internet,"Internet Software & Services","Accounting & Finance","United States",California,"San Francisco"
Gist,2,http://www.gist.com,"Gist is an online service that helps the business professional build stronger relationships. By connecting your inbox to the web, you get business-critical information about key people and companies.","Series A - II",2010-07-23,4,"Foundry Group;Vulcan Capital","BlackBerry;Foundry Group;Vulcan Capital",10.75,Internet,"Internet Software & Services","Customer Relationship Management","United States",Washington,Seattle
"Gendai Games",2,http://www.gendaigames.com,"Gendai Games is a new kind of game company that blends powerful, accessible, and rapid game creation technologies with independent publishing.","Series A",2010-07-23,1.1,"DFJ Frontier;ff Venture Capital;Josh Resnick;Mark Suster;Mercury Fund;Paige Craig;Paul Bricault;Steamboat Ventures;Thomas McInerney","DFJ Frontier;ff Venture Capital;Josh Resnick;Launchpad LA;Mark Suster;Mercury Fund;Paige Craig;Paul Bricault;Steamboat Ventures;Thomas McInerney",1.1,Internet,"Internet Software & Services",Gaming,"United States",Texas,"Round Rock"
Workstreamer,,http://www.workstreamer.com,"Workstreamer is a customer relationship management or social CRM tool that aims to provide what they describeas a real-time business listening platform.  It aims to help business professionals stay informed on customers, prospects, competitors, partners and vendors.    Per the company, Workstreamer pulls in information from a variety of sources from blogs and published news articles to Twitter, Facebook, LinkedIn, Jigsaw, YouTube, Indeed (jobs) and SEC filings as well as account update events from CRM systems like Salesforce.com.","Series A",2010-07-23,3.5,"Austin Ventures","Austin Ventures;Dead",3.5,Internet,"Internet Software & Services","Customer Relationship Management","United States",Texas,Austin
GoodData,144,http://www.gooddata.com,"GoodData, a provider in end-to-end cloud analytics, enables more than 140,000 users to store, combine, analyze and visualize data to quickly answer business-critical questions. GoodData's mission is to help companies become all data enterprises: companies that gain a competitive advantage by leveraging all of the data available to them through advanced analytics. The GoodData Open Analytics Platform helps companies manage and analyze that data in one seamless, interactive environment.","Series A",2010-07-23,6.5,"Andreessen Horowitz;Eight Roads Ventures;General Catalyst;Windcrest Partners","Amazon;Andreessen Horowitz;Ben Horowitz;Danhua Capital;EDventure Holdings;Eight Roads Ventures;General Catalyst;Intel Capital;Next World Capital;O'Reilly AlphaTech Ventures;Pharus Capital Management;Roman Stanek;Tenaya Capital;Tim O'Reilly;TOTVS Ventures;Windcrest Partners",98.8,Internet,"Internet Software & Services","Business Intelligence, Analytics & Performance Mgmt","United States",California,"San Francisco"
"JAZD Markets",,http://www.jazdmarkets.com,"JAZD Markets is a comprehensive MaaS platform company built by online marketers and B2B publishers to deliver the highest tangible return from online marketing investment available today.","Series A",2010-07-21,4,"Commonwealth Capital Ventures;Pilot House Ventures","Commonwealth Capital Ventures;Pilot House Ventures;Questex Media Group",4,Internet,"Internet Software & Services","Advertising Network or Exchange","United States",Massachusetts,Auburndale
Betable,,http://www.betable.com,"Rubicon Media, dba Betable, is a real-money gaming platform, which provides the license, support and infrastructure that allow developers to legally integrate real-money gaming into mobile and social games and applications. Betable is dedicated to providing players with world-leading security, player location and identity verification to keep their funds safe and to ensure responsible gaming.","Series A",2010-07-19,3,Atomico,"Andrew Kofman;Arjun Sethi;Atomico;Auren Hoffman;Bjorn Evers;BoxGroup;Bullpen Capital;Chris Larsen;Cyan Banister;FF Angel;Founders Fund;Gil Penchina;Greylock Partners;Heather Sue Mercer;John Suliman;Josh Spear;Joshua Schachter;Marc Abramowitz;Matt Ocko;Morado Venture Partners;Nick Beim;Paige Craig;Ray Tonsing;Reece Duca;Scott Banister;Scott Belsky;Sean Knapp;Slow Ventures;Social Leverage;Start Fund;Tekton Ventures;True Ventures;Tuesday Capital;Undisclosed Investors;Venture51",50.37,Internet,"Internet Software & Services",Gambling,"United States",California,"San Francisco"
SiSense,97,http://www.sisense.com,"SiSense is a business intelligence (BI) software company offering solutions in business intelligence, reporting, dashboarding and business analytics. The SiSense Prism suite enables individuals who are not professional developers to create and share interactive business reports and dashboards, which can then be viewed, customized, extended and drilled into by colleagues, executives, customers, suppliers and/or partners.","Series A",2010-07-16,4,"Eli Farkash;Genesis Partners;Opus Capital","Battery Ventures;Bessemer Venture Partners;DFJ;DFJ Growth Fund;Eli Farkash;Genesis Partners;Insight Venture Partners;Opus Capital;RTP Ventures",178,Internet,"Internet Software & Services","Business Intelligence, Analytics & Performance Mgmt","United States","New York","New York"
"iLEVEL Solutions",38,http://www.ilevelsolutions.com,"iLEVEL enables increased allocation of capital to alternatives by empowering private capital market participants to more effectively control their data. Whether it is for portfolio assessment, valuations, investor reporting, on-demand insight into the operating metrics of a specific asset, or cash transaction monitoring, iLEVEL is the platform of choice for the private capital industry. The number of firms on iLEVEL has doubled in the past year and includes alternative investment firms of varying sizes that employ a wide range of investment strategies including Private Equity, Real Estate, Credit and Venture Capital. GP clients use iLEVEL to track over 11,500 assets while leading LPs track over 62,000 assets across more than 7,000 fund investments. In aggregate, iLEVEL users track over 1 billion data points across their investment portfolios.","Series A",2010-07-15,6,"Egis Capital Partners;Epiphany Ventures;Swift River Investments","Blackstone Group;Egis Capital Partners;Epiphany Ventures;Hamilton Lane Advisors;Ipreo;Swift River Investments",6,Internet,"Internet Software & Services","Asset & Financial Management & Trading","United States","New York","New York"
"Plum District",10,http://www.plumdistrict.com,"Plum District is a local commerce destination for moms. Plum District is a community of moms sharing offers from local and national merchants for other moms to enjoy. Plum District puts Mom first by connecting her with products and inspirations that make her life easier.","Series A",2010-07-15,2.1,"Vigran Ventures","BoomStreet;Comcast Ventures;Duke University;General Catalyst;Kleiner Perkins Caufield & Byers;Vigran Ventures",30.6,Internet,eCommerce,Discount,"United States",California,"San Francisco"
thredUP,55,http://www.thredup.com,"thredUP is an online thrift shop to buy quality used clothing at great prices and sell clothes for cash. Whether looking for cute dresses from J. Crew and Free People, fashionable plus size clothing from Torrid and Lane Bryant, cute maternity clothes by A Pea in the Pod and Motherhood, or kids clothing from Gymboree and GAP Kids, thredUP is the destination to shop a variety of great quality used clothing at unbeatable prices.","Series A",2010-07-15,1.4,"Founder Collective;High Line Venture Partners;NextView Ventures;Trinity Ventures","Brian Swette;Founder Collective;Goldman Sachs Investment Partners;High Line Venture Partners;Highland Capital Partners;NextView Ventures;Redpoint Ventures;Trinity Ventures;Upfront Ventures",126.9,Internet,eCommerce,"Apparel & Accessories","United States",California,"San Francisco"
GameSalad,,http://www.gamesalad.com,"GameSalad is an online community that empowers users to express and share ideas through games. The company company was founded on the belief that all people should have the tools to make popular games, limited only by the boundaries of imaginations. GameSalad provides a platform used by creators to rapidly design, publish and distribute original games that have been played by millions of people worldwide.","Series A",2010-07-14,1,"DFJ Frontier;ff Venture Capital;Josh Resnick;Mark Suster;Mercury Fund;Paige Craig;Paul Bricault;Steamboat Ventures;Thomas McInerney","DFJ Frontier;ff Venture Capital;Greycroft Partners;Josh Resnick;Mark Suster;Mercury Fund;Paige Craig;Paul Bricault;Steamboat Ventures;Thomas McInerney;Undisclosed Angel Investors",8.2,Internet,"Internet Software & Services",Gaming,"United States",Texas,Austin
"Lucina Health",10,http://www.lucinahealth.com,"Lucina Health, formerly Cervilenz, is a provider of cutting-edge analytics to prevent the incidence and cost of pre-term birth and help moms and babies thrive. By aggregating data from multiple sources – with insights on demographic segmentation, conditions, risk markers and outcomes –and using machine learning to understand drivers of adverse outcomes in the local population, the Lucina platform is able to quickly uncover potential risks and complications – delivering actionable insights, streamlining obstetrics care management, and optimizing patient engagement with personalized pregnancy plans.","Series A - II",2010-07-12,3.12,"Arboretum Ventures;Chrysalis Ventures","Arboretum Ventures;Cape Andover Capital Partners;Chrysalis Ventures;JumpStart;North Coast Angel Fund;Qualifying Therapeutic Discovery Project;Undisclosed Investors",22.92,Internet,"Internet Software & Services","Health & Wellness","United States",Kentucky,Prospect
Okta,300,http://www.okta.com,"Okta, fka SaaSure, is an integrated identity management and mobility management service that securely and simply connects people to their applications from any device, anywhere, at any time. Okta gives Enterprise IT teams the ability to improve the end-user experience, while achieving the management control necessary to accelerate the secure adoption of cloud and mobile technologies. The result is greater employee and partner productivity, increased revenue and supply chain efficiency, and improved compliance.","Series A",2010-07-09,10,"Andreessen Horowitz;Floodgate;SV Angel","Altimeter Capital;Andreessen Horowitz;Avid Larizadeh;Dharmesh Shah;Ed Roberts;Floodgate;Glynn Capital Management;Greylock Partners;Janus Capital Group;Khosla Ventures;Maynard Webb;Public;Sequoia Capital;Stephen Marcus;SV Angel;Tom Berson;Undisclosed Venture Investors;Webb Investment Network",229.25,Internet,"Internet Software & Services","Monitoring & Security","United States",California,"San Francisco"
XGraph,,http://www.xgraph.com,"XGraph provides buyers and sellers of online advertising with Connected Audience solutions.    In November 2011, XGraph was acquired by Clearspring. The valuation of XGraph was undisclosed. Other terms of the deal were not released.","Series A",2010-07-09,3.75,"Rho Ventures","AddThis;Rho Ventures;Sand Hill Angels",3.75,Internet,"Internet Software & Services","Advertising, Sales & Marketing","United States","New York","New York"
Squarespace,,http://www.squarespace.com,"Squarespace provides creative tools that power the future of the web. From designers creating the next generation of web and mobile experiences, to anyone managing their own online presence for the first time, Squarespace provides elegant solutions that set new standards for online publishing.","Series A",2010-07-08,38.5,"Accel;Index Ventures","Accel;General Atlantic;Index Ventures",278.5,Internet,"Internet Software & Services","Web Development","United States","New York","New York"
"Saatchi Art",,http://www.saatchiart.com,"Saatchi Art is a platform that allows emerging artists to showcase and sell their work and gives art lovers insider access to new talent from around the world. Launched in 2006 by London's renowned Saatchi Gallery (www.saatchi-gallery.co.uk), Saatchi Art aims to continue the gallery's legacy of promoting new, contemporary talent and bringing great art to a wide audience.","Series A",2010-07-07,5,"Balderton Capital","Balderton Capital;Greycroft Partners;Leaf Group",11.15,Internet,eCommerce,,"United States",California,"Santa Monica"
Kapitall,,http://www.kapitall.com,"Kapitall is an online investing platform that combines the world's friendliest investing experience with powerful yet simple tools to build your skills and maybe even your net worth.","Series A",2010-07-07,5,"Bendigo Partners;Undisclosed Angel Investors","Bendigo Partners;Linden Venture Fund;Undisclosed Angel Investors",18,Internet,"Internet Software & Services","Asset & Financial Management & Trading","United States","New York","New York"
"Recorded Future",24,http://www.recordedfuture.com,"Recorded Future delivers threat intelligence powered by patented machine learning to significantly lower risk, empowering organizations to reveal unknown threats before they impact business, and enable teams to respond to security alerts faster.","Series A",2010-07-07,,"Google Ventures;IA Ventures;In-Q-Tel","Accomplice;Balderton Capital;Google Ventures;IA Ventures;In-Q-Tel;Insight Venture Partners;MassMutual Ventures;REV",49,Internet,"Internet Software & Services","Monitoring & Security","United States",Massachusetts,Somerville
Tongal,25,http://www.tongal.com,"Tongal offers creative people the opportunity to work with brands and companies that need new and original video content. Most Tongal projects are broken down into multiple phases, for example, Ideation, Production and Distribution, allowing writers, directors, actors, and animators to focus on what they do best. Everyone can also get paid to promote winning videos, predict awarded spots and discover new talent.","Series A",2010-07-06,0.13,"Undisclosed Investors","Bulger Capital Partners;Insight Venture Partners;Undisclosed Investors",22.29,Internet,"Internet Software & Services","Collaboration & Project Management","United States",California,"Santa Monica"
"Convoke Systems",22,http://www.convokesystems.com,"Convoke Systems offers enterprise information management solutions that gives original credit issuers, third party servicers, and  debt purchasers a complete process to manage information, media, and chain of title from charge-off to debt resolution. Convoke's technology platform connects data and documents with practices and people, enabling collection and financial services professionals to increase productivity, serve customers better, and protect consumer information.  The Convoke solution creates a virtual dashboard of charged-off debt information. Issuers get a single view of their business that extends for the life cycle of an account, giving them the insight and control they need to efficiently manage information distribution and track chain of title for debt buyers. The results are reduced costs, turnkey compliance, an increase in debt capture rate, and faster debt collection.  The Convoke solution allows issuers to securely and reliably maintain account level data and documents. It allows third party servicers and debt buyers to securely access, retrieve, and download the data and documents needed to validate, authenticate, and collect outstanding legitimate debt. Only rightful title owners to an account can access the data and documents for that account, and they can grant permission to third party collection agencies or attorneys to access account level data and documents.","Series A - II",2010-07-06,1.31,"Undisclosed Investors","Flybridge Capital Partners;QED Investors;Undisclosed Investors",10.19,Internet,"Internet Software & Services","Accounting & Finance","United States",Virginia,Arlington
